Participant_ID,Interface,Game_Number,FileName,CWrotations,CCWrotations,Thrusts,WorldWraps,FortressCollisions,fortressDestructions,shipDeaths,Total,Points,Velocity,Control,Speed,Bpnt,Bmis,WorldWrapper,delWorldWrapper,discrete_thrusts,discrete_CWrotations,discrete_CCWrotations,Constant_Accelerations,Sex,Gamer,Complete_Game_Files,Complete_Transcript,Joystick_First,gamingComputer,hoursTwoWeeks,lastFiveGames,gamesSerious,Exclude,Sex_by_Interface,Gamer_by_Interface,questionnaire_score,cumulativeGameNumber,totalBonus
1,joy,1,001/p001-joy-1.gam,1348,459,1142,49,12,0,5,-3569,-1376,-882,-931,-380,0,0,0,0,75,108,58,1,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,1,0
1,joy,10,001/p001-joy-10.gam,1378,588,3418,18,26,0,2,-816,-92,-1092,188,180,4,0,0,0,24,127,54,3,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,10,4
1,joy,2,001/p001-joy-2.gam,1572,544,2090,40,16,0,3,-2246,-672,-854,-660,-60,1,0,0,0,82,129,77,6,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,2,1
1,joy,3,001/p001-joy-3.gam,1565,697,2612,26,26,0,4,-1880,-860,-854,-136,-30,2,0,0,0,64,131,69,1,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,3,2
1,joy,4,001/p001-joy-4.gam,1021,732,1571,25,14,0,4,-1503,-838,-784,-61,180,2,0,2,0,103,124,84,2,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,4,2
1,joy,5,001/p001-joy-5.gam,1375,561,2473,21,27,0,3,-1728,-882,-1036,50,140,2,0,0,0,82,128,65,3,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,5,2
1,joy,6,001/p001-joy-6.gam,1360,687,3129,26,33,0,5,-2215,-1266,-966,-123,140,1,0,0,0,35,134,78,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,6,1
1,joy,7,001/p001-joy-7.gam,1307,448,2635,32,24,0,2,-1688,-206,-1092,-340,-50,3,0,0,0,74,144,58,2,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,7,3
1,joy,8,001/p001-joy-8.gam,1293,417,3118,25,27,0,4,-2188,-1048,-1106,-74,40,0,0,0,0,41,142,49,2,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,8,0
1,joy,9,001/p001-joy-9.gam,1565,475,3234,11,27,1,2,-468,-208,-952,492,200,1,0,0,0,37,134,54,2,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_joystick,NA,6,9,1
1,key,1,001/p001-key-1.gam,767,210,895,26,7,0,6,-2623,-1800,-630,-93,-100,0,0,0,0,137,107,30,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,11,0
1,key,10,001/p001-key-10.gam,811,272,852,8,8,1,4,-712,-748,-574,640,-30,3,0,0,0,245,121,47,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,20,3
1,key,2,001/p001-key-2.gam,827,326,686,22,4,0,6,-2040,-1680,-252,62,-170,0,0,0,0,123,103,42,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,12,0
1,key,3,001/p001-key-3.gam,717,354,885,18,6,0,6,-2140,-1668,-378,136,-230,0,0,0,0,213,104,55,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,13,0
1,key,4,001/p001-key-4.gam,806,343,870,8,5,0,6,-1665,-1772,-406,683,-170,0,0,0,0,242,136,47,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,14,0
1,key,5,001/p001-key-5.gam,854,252,1005,7,1,0,2,-976,-722,-602,598,-250,1,0,0,0,282,132,43,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,15,1
1,key,6,001/p001-key-6.gam,865,263,911,7,5,0,3,-1200,-980,-518,578,-280,0,0,0,0,299,142,47,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,16,0
1,key,7,001/p001-key-7.gam,767,297,838,2,9,0,4,-543,-922,-378,837,-80,0,0,0,0,297,141,60,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,17,0
1,key,8,001/p001-key-8.gam,837,287,801,9,5,0,3,-308,-770,-294,556,200,0,0,0,0,266,122,66,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,18,0
1,key,9,001/p001-key-9.gam,772,251,777,3,3,1,4,300,-576,-224,860,240,1,0,0,0,267,126,58,0,Men,In-between,1,1,1,No,3,"Driveclub
FIFA 17
Battlefield 4
Battlefield 1
Grand Theft Auto 5","Battlefield 1
Battlefield 4
FIFA 17",1,Men_keyboard,NA,6,19,1
2,joy,1,002/p002-joy-1.gam,746,1078,825,59,6,0,4,-3375,-942,-812,-1331,-290,2,0,1,0,60,63,74,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,1,2
2,joy,10,002/p002-joy-10.gam,744,675,898,34,13,0,6,-2783,-1686,-476,-391,-230,1,0,1,1,80,92,92,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,10,1
2,joy,2,002/p002-joy-2.gam,683,909,216,49,3,0,6,-3370,-1530,-644,-946,-250,1,0,4,1,31,80,78,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,2,1
2,joy,3,002/p002-joy-3.gam,832,850,775,60,2,0,5,-3688,-1376,-546,-1326,-440,0,0,4,0,52,74,62,2,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,3,0
2,joy,4,002/p002-joy-4.gam,508,724,615,52,6,0,4,-3120,-1006,-924,-1070,-120,1,0,1,1,57,68,75,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,4,1
2,joy,5,002/p002-joy-5.gam,558,518,461,46,8,0,9,-3886,-2250,-588,-798,-250,0,0,4,1,49,64,55,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,5,0
2,joy,6,002/p002-joy-6.gam,468,734,473,39,10,0,8,-3471,-2278,-266,-547,-380,0,0,2,2,57,68,65,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,6,0
2,joy,7,002/p002-joy-7.gam,554,664,528,45,4,0,7,-3535,-1818,-784,-803,-130,0,0,2,0,61,69,77,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,7,0
2,joy,8,002/p002-joy-8.gam,799,730,1008,35,6,0,7,-2667,-1758,-378,-411,-120,1,0,0,0,88,84,79,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,8,1
2,joy,9,002/p002-joy-9.gam,482,567,603,29,5,0,10,-2640,-2528,70,-92,-90,0,0,0,0,63,75,74,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_joystick,nVGP_joystick,4,9,0
2,key,1,002/p002-key-1.gam,599,308,815,19,5,0,5,-1736,-1190,-448,202,-300,1,0,0,0,157,104,57,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,11,1
2,key,10,002/p002-key-10.gam,614,282,820,5,5,0,4,-434,-1076,-168,780,30,1,0,0,0,136,104,55,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,20,1
2,key,2,002/p002-key-2.gam,515,389,681,19,7,0,8,-2264,-2278,-56,240,-170,2,0,0,0,127,69,81,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,12,2
2,key,3,002/p002-key-3.gam,625,418,963,12,9,0,8,-2489,-2274,-434,459,-240,0,0,0,0,149,99,74,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,13,0
2,key,4,002/p002-key-4.gam,398,490,810,13,4,0,4,-625,-928,-280,413,170,0,0,0,0,127,62,91,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,14,0
2,key,5,002/p002-key-5.gam,388,490,727,5,13,0,7,-914,-1690,-42,728,90,0,0,0,0,143,60,87,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,15,0
2,key,6,002/p002-key-6.gam,525,308,468,13,2,0,5,-399,-1178,196,403,180,0,0,3,2,78,88,57,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,16,0
2,key,7,002/p002-key-7.gam,592,347,721,8,3,1,7,-1043,-1486,-98,661,-120,0,0,1,1,113,97,59,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,17,0
2,key,8,002/p002-key-8.gam,579,362,923,10,6,1,5,-788,-1222,-280,544,170,1,0,0,0,139,97,63,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,18,1
2,key,9,002/p002-key-9.gam,535,413,895,23,11,1,5,-1268,-1298,0,40,-10,0,0,0,0,132,87,78,0,Women,nVGP,1,1,1,Yes,3.5,"Super Mario Brothers, Call of Duty: World at War, Spyro, Sonic, Rock Band",NA,0,Women_keyboard,nVGP_keyboard,4,19,0
3,joy,1,003/p003-joy-1.gam,602,721,352,55,5,0,6,-4190,-1630,-910,-1170,-480,0,0,6,1,44,82,62,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,1,0
3,joy,10,003/p003-joy-10.gam,563,623,546,39,1,1,2,-1762,-506,-504,-642,-110,2,1,2,1,64,71,79,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,10,3
3,joy,2,003/p003-joy-2.gam,459,551,234,38,2,0,3,-1902,-996,-28,-628,-250,0,0,6,0,24,81,59,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,2,0
3,joy,3,003/p003-joy-3.gam,414,562,402,40,6,0,4,-3950,-2106,-896,-658,-290,0,0,5,1,39,68,61,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,3,0
3,joy,4,003/p003-joy-4.gam,505,693,827,59,7,0,4,-3642,-898,-952,-1312,-480,2,0,5,0,46,82,78,2,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,4,2
3,joy,5,003/p003-joy-5.gam,503,615,442,51,6,0,3,-2633,-700,-616,-1067,-250,3,0,5,1,42,79,65,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,5,3
3,joy,6,003/p003-joy-6.gam,492,594,455,54,1,0,3,-2711,-656,-714,-1191,-150,1,0,9,1,44,68,64,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,6,1
3,joy,7,003/p003-joy-7.gam,520,564,380,44,4,1,2,-2056,-778,-294,-864,-120,0,1,4,1,39,90,70,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,7,1
3,joy,8,003/p003-joy-8.gam,471,505,550,32,2,1,3,-1924,-1238,-266,-390,-30,1,0,1,0,61,72,63,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,8,1
3,joy,9,003/p003-joy-9.gam,638,631,477,43,1,2,1,-850,262,-378,-794,60,3,0,2,0,56,91,76,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_joystick,VGP_joystick,5,9,3
3,key,1,003/p003-key-1.gam,619,252,778,13,1,1,1,-598,-404,-756,292,270,0,1,0,0,141,138,50,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,11,1
3,key,10,003/p003-key-10.gam,616,167,456,6,1,4,4,133,-918,224,597,230,2,0,0,0,100,134,40,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,20,2
3,key,2,003/p003-key-2.gam,618,322,406,18,3,4,2,-513,-516,-182,175,10,1,1,1,1,75,141,73,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,12,2
3,key,3,003/p003-key-3.gam,701,208,687,6,0,2,3,517,-161,-266,694,250,1,0,0,0,119,157,42,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,13,1
3,key,4,003/p003-key-4.gam,649,239,511,6,1,3,3,815,-456,126,705,440,2,1,0,0,92,156,46,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,14,3
3,key,5,003/p003-key-5.gam,545,270,459,9,2,3,2,565,-302,238,559,70,2,1,0,0,97,131,46,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,15,3
3,key,6,003/p003-key-6.gam,597,351,557,24,1,3,2,-315,4,-364,-65,110,1,2,0,0,105,114,53,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,16,3
3,key,7,003/p003-key-7.gam,647,208,478,18,0,3,2,-54,-244,-28,138,80,2,2,1,0,95,120,43,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,17,4
3,key,8,003/p003-key-8.gam,560,161,339,9,1,3,3,454,-750,448,476,280,0,2,1,1,87,138,35,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,18,2
3,key,9,003/p003-key-9.gam,589,238,503,7,2,4,2,991,-24,42,653,320,2,3,0,0,108,128,47,0,Men,VGP,1,1,1,Yes,30,"Dead Cells
League of Legends
Super Smash Bros. Melee
Persona 3
Persona 5",Super Smash Bros. Melee,0,Men_keyboard,VGP_keyboard,5,19,5
4,joy,1,004/p004-joy-1.gam,1590,740,1163,46,8,0,4,-2368,-804,-770,-854,60,2,0,1,0,59,96,49,2,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,11,2
4,joy,10,004/p004-joy-10.gam,1509,1101,3172,40,17,0,3,-1702,-379,-952,-621,250,3,2,0,0,34,93,83,3,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,20,5
4,joy,2,004/p004-joy-2.gam,965,575,725,39,6,0,6,-2009,-1110,-476,-543,120,3,0,3,0,62,96,53,0,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,12,3
4,joy,3,004/p004-joy-3.gam,759,507,532,41,5,0,6,-2084,-1376,-238,-620,150,1,0,2,0,65,97,57,1,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,13,1
4,joy,4,004/p004-joy-4.gam,1331,744,1653,56,10,0,4,-2888,-820,-882,-1246,60,2,0,0,0,84,95,68,1,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,14,2
4,joy,5,004/p004-joy-5.gam,1380,850,1478,44,12,0,4,-1868,-452,-770,-756,110,5,0,1,0,67,100,80,1,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,15,5
4,joy,6,004/p004-joy-6.gam,1562,838,2321,42,13,0,5,-2087,-810,-700,-707,130,3,1,0,0,75,99,68,10,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,16,4
4,joy,7,004/p004-joy-7.gam,1786,807,2616,51,14,0,3,-2015,-90,-994,-991,60,5,0,0,0,58,95,64,4,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,17,5
4,joy,8,004/p004-joy-8.gam,1750,849,3170,70,13,0,3,-2495,-254,-882,-1719,360,4,1,0,0,31,84,71,0,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,18,5
4,joy,9,004/p004-joy-9.gam,1370,1122,2061,42,14,0,4,-1918,-602,-812,-664,160,2,2,1,1,57,91,87,1,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_joystick,VGP_joystick,2,19,4
4,key,1,004/p004-key-1.gam,703,336,764,43,9,0,6,-3136,-1600,-546,-690,-300,0,0,0,0,109,97,40,1,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,1,0
4,key,10,004/p004-key-10.gam,1187,1174,2206,46,17,0,5,-2821,-1194,-826,-871,70,2,0,1,1,107,112,111,6,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,10,2
4,key,2,004/p004-key-2.gam,740,303,685,40,6,0,6,-2914,-1506,-630,-578,-200,0,0,1,0,89,85,35,0,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,2,0
4,key,3,004/p004-key-3.gam,871,575,434,53,4,0,5,-2914,-1315,-616,-1123,140,0,0,4,1,53,89,68,0,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,3,0
4,key,4,004/p004-key-4.gam,584,968,530,47,6,0,3,-2661,-1070,-700,-871,-20,0,0,4,0,65,75,97,0,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,4,0
4,key,5,004/p004-key-5.gam,1039,780,626,57,9,0,4,-3688,-1428,-826,-1284,-150,1,0,4,0,76,105,89,0,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,5,1
4,key,6,004/p004-key-6.gam,1157,842,896,52,7,0,5,-3284,-1691,-812,-1071,290,1,0,6,0,76,94,76,0,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,6,1
4,key,7,004/p004-key-7.gam,1377,1049,1384,49,8,0,4,-2769,-796,-868,-955,-150,2,1,3,0,103,93,85,3,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,7,3
4,key,8,004/p004-key-8.gam,1279,1146,1928,40,18,0,5,-2840,-1158,-1036,-646,0,2,0,1,0,103,107,99,5,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,8,2
4,key,9,004/p004-key-9.gam,1256,1109,2064,46,10,0,7,-3708,-1584,-910,-884,-330,4,0,0,0,105,99,75,2,Women,VGP,1,1,0,No,10,"Far Cry 4
Fallout 4
Skyrim Remastered 
Mass Effect Andromeda
Life is Strange
","Left 4 Dead and Left 4 Dead 2
Super Smash Bros Melee & Super Smash Bros Brawl",1,Women_keyboard,VGP_keyboard,2,9,4
6,joy,1,006/p006-joy-1.gam,919,395,1200,18,6,0,4,-1960,-976,-826,232,-390,1,0,0,0,120,123,43,3,Women,VGP,1,1,1,Yes,20,"Destiny, Titanfall 2, The Walking Dead Season 1, Monaco, Battleblock Theater",NA,1,Women_joystick,VGP_joystick,5,1,1
